,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,centroid,lat,long
10,09,003,70550,00213508,0600000US0900370550,0900370550,Southington,43,92972677,1884516,"POLYGON ((-72.94510300000123 41.55969000093955, -72.94468200000122 41.56286200093955, -72.94261500000123 41.57112600093959, -72.93804600000122 41.59059700093967, -72.93376000000121 41.60710800093972, -72.93364400000122 41.60779400093972, -72.93520700000123 41.61941900093977, -72.93814700000122 41.64029700093983, -72.93850100000122 41.64431100093987, -72.92860400000122 41.64545400093986, -72.92777900000122 41.64072500093986, -72.92195400000124 41.64114000093984, -72.92391100000121 41.64549200093986, -72.91012000000121 41.64711500093988, -72.90301100000123 41.64749500093989, -72.90151300000122 41.64761600093988, -72.88338800000122 41.64946800093988, -72.88061300000122 41.64972200093989, -72.87488100000122 41.65030500093988, -72.87292400000122 41.65048600093988, -72.87058800000122 41.65069500093987, -72.86767600000123 41.65098600093988, -72.86459500000122 41.65123200093989, -72.8550540000012 41.65245700093988, -72.84676600000122 41.65340900093989, -72.82257300000121 41.65571000093991, -72.82073900000123 41.65571500093992, -72.81944200000122 41.64557900093985, -72.8191850000012 41.64500400093986, -72.81432200000121 41.64569900093988, -72.81418800000122 41.64570600093988, -72.82333100000122 41.63360700093983, -72.82524300000122 41.6298470009398, -72.82525100000122 41.6276690009398, -72.81798900000121 41.62758900093981, -72.82225500000122 41.62158900093978, -72.82023300000122 41.62114800093975, -72.82055900000123 41.61929800093976, -72.8228080000012 41.61761900093976, -72.81936500000121 41.61559900093975, -72.81892900000121 41.61197600093973, -72.81832600000122 41.60686600093972, -72.82019900000121 41.60689500093972, -72.82346000000122 41.60433300093973, -72.82407700000122 41.59701300093967, -72.8264570000012 41.58686400093965, -72.8338740000012 41.58324400093963, -72.83653500000122 41.58053500093962, -72.84024400000122 41.56909800093958, -72.84854100000122 41.56732900093957, -72.84573100000122 41.5533460009395, -72.8451490000012 41.5474110009395, -72.84428000000121 41.54472500093948, -72.85270700000122 41.54629100093948, -72.85329000000122 41.54666400093948, -72.85466900000121 41.54652700093948, -72.85975300000122 41.5477270009395, -72.86253700000123 41.54784100093949, -72.86780600000122 41.54898000093949, -72.86822700000123 41.55223600093952, -72.86951400000122 41.55453100093953, -72.87191600000122 41.55487300093951, -72.87395600000121 41.55915400093955, -72.87979100000123 41.56275100093954, -72.87925600000122 41.56315200093956, -72.88388500000121 41.56381200093956, -72.90321300000123 41.56174700093956, -72.90347000000124 41.56170800093953, -72.91564800000123 41.56039600093955, -72.92639900000123 41.55891900093954, -72.92853800000124 41.55889100093952, -72.94635000000122 41.55679700093952, -72.94510300000123 41.55969000093955))",POINT (-72.88015749320475 41.60494854588794),41.60494854588794,-72.88015749320475
11,09,015,62710,00213494,0600000US0901562710,0901562710,Putnam,43,52588040,282510,"POLYGON ((-71.93384700000115 41.91686100094085, -71.92808500000116 41.91702900094086, -71.92735500000116 41.91704900094085, -71.93068100000116 41.92806000094091, -71.93179200000117 41.93157400094093, -71.91408800000116 41.93173900094091, -71.90351900000115 41.93178800094091, -71.89676100000115 41.93189300094092, -71.89228900000114 41.93193000094092, -71.88061800000115 41.93197900094092, -71.86699800000116 41.93214600094092, -71.85266100000116 41.93216800094092, -71.79780125342124 41.93236770022072, -71.79765282895605 41.92864647274951, -71.79715894256324 41.91626398843066, -71.79668779467865 41.90445159315471, -71.79682800000114 41.90444600094082, -71.82477200000116 41.8980960009408, -71.86798600000117 41.88782000094075, -71.89234200000116 41.88193500094075, -71.89600400000116 41.88120100094076, -71.89834200000115 41.88064400094076, -71.90170800000116 41.87783600094072, -71.90379400000116 41.87665300094073, -71.90520700000116 41.87359300094071, -71.90814500000114 41.87275200094073, -71.90893100000116 41.8706690009407, -71.91040300000118 41.86934600094068, -71.91202500000115 41.86907700094072, -71.91421200000116 41.86995200094074, -71.91736000000117 41.8692410009407, -71.92320400000116 41.8704810009407, -71.92496500000118 41.87453400094073, -71.92372600000118 41.87802500094073, -71.92306200000117 41.88147700094075, -71.92347400000116 41.88349800094073, -71.92124800000114 41.88707500094078, -71.92250700000115 41.88865200094079, -71.92403800000116 41.89244400094077, -71.92565900000118 41.89757400094079, -71.92730900000116 41.90092200094082, -71.92891600000117 41.90216300094082, -71.93167300000115 41.90516400094082, -71.93302900000117 41.91013800094084, -71.93384700000115 41.91686100094085))",POINT (-71.8711424874225 41.90932495956957),41.909324959569574,-71.8711424874225
12,09,001,63480,00213495,0600000US0900163480,0900163480,Redding,43,81735726,1421133,"POLYGON ((-73.47035700000126 41.32694800093859, -73.44155000000126 41.33213200093861, -73.42433000000125 41.33528900093863, -73.42304500000127 41.33549900093862, -73.41745200000125 41.33624900093862, -73.39429600000126 41.34041300093865, -73.39308400000127 41.34068700093867, -73.38185800000124 41.34290100093866, -73.38074700000125 41.34319800093866, -73.35971400000123 41.34701100093868, -73.34705500000126 41.35042600093869, -73.33901400000123 41.3316430009386, -73.33484600000124 41.32186800093859, -73.33333700000125 41.31834300093855, -73.32528700000127 41.32247400093858, -73.31793500000124 41.31192800093853, -73.31599700000123 41.31092000093851, -73.31547000000124 41.30842900093853, -73.31334900000125 41.30726600093852, -73.30479800000124 41.29776400093849, -73.30987200000123 41.29598100093848, -73.34214300000124 41.28476900093841, -73.36881100000126 41.27497500093838, -73.37295000000125 41.27340900093838, -73.38025700000125 41.27122900093836, -73.42075200000126 41.25749800093833, -73.42390900000126 41.2564020009383, -73.43010200000126 41.25432800093831, -73.43057600000125 41.2551440009383, -73.43819000000124 41.26518700093834, -73.44411200000124 41.27415400093837, -73.44713800000125 41.27847500093838, -73.44853500000126 41.28723400093843, -73.45026100000126 41.29896200093849, -73.45026900000124 41.30039700093849, -73.45199900000127 41.30336400093849, -73.45129600000125 41.3061350009385, -73.45797000000125 41.30900600093852, -73.46196700000127 41.31127400093853, -73.46605100000126 41.31220700093855, -73.46632800000125 41.31302600093854, -73.46797100000124 41.31827600093857, -73.46979000000128 41.32577200093858, -73.47035700000126 41.32694800093859))",POINT (-73.39164007829751 41.30507915580166),41.305079155801664,-73.39164007829751
13,09,015,67400,00213501,0600000US0901567400,0901567400,Scotland,43,48254355,131514,"POLYGON ((-72.12248900000117 41.71275400094012, -72.11204500000117 41.74589700094024, -72.10262800000118 41.74443500094025, -72.08098500000116 41.73513200094023, -72.05256500000117 41.73142300094022, -72.05610400000118 41.70120300094008, -72.05292000000118 41.68827300094004, -72.05345100000115 41.68437300094005, -72.06205100000119 41.6522390009399, -72.09240700000117 41.65718900093994, -72.10352300000118 41.65930500093991, -72.11000000000118 41.66022400093995, -72.11977300000117 41.66183400093995, -72.11995700000116 41.66330100093994, -72.11967700000119 41.66444300093996, -72.12109900000117 41.69745200094008, -72.12248900000117 41.71275400094012))",POINT (-72.08800284686475 41.69778793346173),41.69778793346173,-72.08800284686475
14,09,005,65930,00213498,0600000US0900565930,0900565930,Roxbury,43,68121044,143484,"POLYGON ((-73.34861900000125 41.59518300093968, -73.33283500000125 41.59646200093966, -73.32776600000126 41.59655800093969, -73.32059900000125 41.59778700093966, -73.31195600000125 41.5990350009397, -73.28121700000125 41.60191200093969, -73.26733600000125 41.6031990009397, -73.26653600000125 41.59721500093968, -73.26119800000123 41.56260700093956, -73.26090400000125 41.55722300093953, -73.25802700000123 41.53693600093943, -73.25401000000124 41.51890200093936, -73.25226500000124 41.51213400093932, -73.25447100000125 41.51199900093933, -73.30789700000126 41.50599900093931, -73.31888900000125 41.50518900093932, -73.33031100000123 41.50440900093932, -73.33245700000124 41.51180600093933, -73.33298700000127 41.51349400093936, -73.33475000000125 41.52237500093936, -73.33643900000125 41.53378200093943, -73.33867400000125 41.54108100093944, -73.33924800000125 41.54451200093947, -73.34104300000125 41.54957200093951, -73.34121600000125 41.55068100093949, -73.34306700000126 41.56585500093956, -73.34861900000125 41.59518300093968))",POINT (-73.30032322415315 41.55386593266798),41.55386593266798,-73.30032322415315
15,09,005,16050,00213410,0600000US0900516050,0900516050,Colebrook,43,81722365,3551365,"POLYGON ((-73.14312600000125 41.98862400094109, -73.12727749969304 42.04196416997817, -73.05328808613383 42.03986196940254, -73.05325400000123 42.03986100094125, -73.00876430665994 42.03886028313929, -73.02053900000124 42.00009400094113, -73.02953700000123 41.96660600094102, -73.03402400000124 41.96630100094103, -73.06423800000124 41.96391300094101, -73.09183600000124 41.962502000941, -73.10260400000124 41.962261000941, -73.12181400000125 41.96125300094099, -73.12473700000123 41.960972000941, -73.15149400000124 41.959726000941, -73.14312600000125 41.98862400094109))",POINT (-73.08078366048892 42.00152058682748),42.00152058682748,-73.08078366048892
16,09,011,78600,00213521,0600000US0901178600,0901178600,Voluntown,43,100924002,2137004,"POLYGON ((-71.88427900000116 41.6412190009399, -71.87451600000117 41.64212900093989, -71.85791700000117 41.64422700093989, -71.84703300000115 41.64375900093987, -71.82008900000113 41.64184400093988, -71.81743700000116 41.64186600093986, -71.78763664589064 41.63991714723804, -71.78785519859616 41.63445036868434, -71.78935600000115 41.59691000093971, -71.78935867274343 41.59685216128241, -71.79050847085335 41.57196987844139, -71.79170363082724 41.54610593915231, -71.79259570220484 41.52680100888753, -71.79356831589074 41.50575309741814, -71.84119100000115 41.51185600093937, -71.84730500000114 41.51293400093936, -71.86340800000116 41.51492600093939, -71.87426800000115 41.57275800093961, -71.87529000000114 41.57913000093964, -71.87545900000114 41.57945000093964, -71.88321900000116 41.62509800093982, -71.88387000000118 41.63002200093981, -71.88442200000115 41.64120400093987, -71.88427900000116 41.6412190009399))",POINT (-71.83254394392475 41.58001961956133),41.58001961956133,-71.83254394392475
17,09,005,02760,00213386,0600000US0900502760,0900502760,Barkhamsted,43,93896806,6671465,"POLYGON ((-73.04788300000124 41.90945800094084, -73.04265600000123 41.9312480009409, -73.04043600000124 41.93921900094095, -73.03402400000124 41.96630100094103, -73.02953700000123 41.96660600094102, -73.00140100000124 41.96837200094103, -72.95776700000121 41.97054800094105, -72.88706000000123 41.97312100094105, -72.90224400000122 41.9319950009409, -72.90296800000124 41.93136100094087, -72.90594500000122 41.92169600094088, -72.90664500000122 41.92019600094087, -72.91534600000122 41.89679700094077, -72.94064700000122 41.89519600094078, -72.94141400000123 41.89503500094077, -72.95571700000121 41.89420500094076, -72.96164400000123 41.89379700094076, -72.99300800000124 41.89150500094076, -73.03993900000123 41.88833900094073, -73.05353400000125 41.88732400094073, -73.04788300000124 41.90945800094084))",POINT (-72.97274644012553 41.93156133210937),41.931561332109375,-72.97274644012553
18,09,005,32290,00213433,0600000US0900532290,0900532290,Goshen,43,113004840,4028683,"POLYGON ((-73.30025800000125 41.78192200094037, -73.29581200000126 41.79808800094042, -73.28303000000123 41.84460700094058, -73.26820600000124 41.89813300094077, -73.26711700000125 41.90134300094081, -73.26304100000125 41.91618500094085, -73.25553400000125 41.91579900094082, -73.25448500000125 41.91588500094083, -73.16634300000123 41.91335100094085, -73.16500500000124 41.91324600094083, -73.16831900000125 41.90209100094079, -73.17066400000124 41.89427500094077, -73.19006400000123 41.82946300094052, -73.19256600000124 41.82097900094052, -73.20183600000124 41.7900140009404, -73.21052600000125 41.78929400094039, -73.22460400000125 41.78814200094038, -73.29856400000126 41.77902800094034, -73.30136700000125 41.77900400094035, -73.30025800000125 41.78192200094037))",POINT (-73.23359910242698 41.84998777017242),41.84998777017242,-73.23359910242698
19,09,005,53470,00213476,0600000US0900553470,0900553470,Norfolk,43,117436918,2861079,"POLYGON ((-73.26304100000125 41.91618500094085, -73.24891900000124 41.966427000941, -73.24877100000123 41.97037400094102, -73.24360500000125 41.9940210009411, -73.24112600000124 42.00617100094116, -73.23295918652565 42.04500620010181, -73.23105600000125 42.04494500094128, -73.22979800000125 42.04487700094128, -73.17212527909604 42.04323839318307, -73.12727749969304 42.04196416997817, -73.14312600000125 41.98862400094109, -73.15149400000124 41.959726000941, -73.16500500000124 41.91324600094083, -73.16634300000123 41.91335100094085, -73.25448500000125 41.91588500094083, -73.25553400000125 41.91579900094082, -73.26304100000125 41.91618500094085))",POINT (-73.19639314488165 41.97994621277625),41.97994621277625,-73.19639314488165
