,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,centroid,lat,long
97,09,015,73420,00213512,0600000US0901573420,0901573420,Sterling,43,70499878,171521,"POLYGON ((-71.85598600000115 41.65615800093991, -71.85570500000115 41.65719200093992, -71.85081400000115 41.68875900094006, -71.84649700000116 41.71672000094016, -71.84162600000114 41.74962500094026, -71.84130700000115 41.75021900094027, -71.83870500000116 41.76883300094035, -71.79125806357715 41.77449647485237, -71.79106200000115 41.77027300094036, -71.79105925492306 41.77018267715917, -71.78969211199495 41.72519834059749, -71.78967800000116 41.7247340009402, -71.78864754066394 41.69834210982348, -71.78699889568244 41.65611738802162, -71.78699400000114 41.65599200093993, -71.78763664589064 41.63991714723804, -71.81743700000116 41.64186600093986, -71.82008900000113 41.64184400093988, -71.84703300000115 41.64375900093987, -71.85791700000117 41.64422700093989, -71.85598600000115 41.65615800093991))",POINT (-71.81841793244116 41.70245459912694),41.70245459912694,-71.81841793244116
98,09,015,75870,00213516,0600000US0901575870,0901575870,Thompson,43,121489043,4537398,"POLYGON ((-71.96301930863667 42.02624757278564, -71.95232695617766 42.02596937183083, -71.92098641693937 42.02515393220033, -71.92088288630745 42.02515123846945, -71.89078000000116 42.02436800094123, -71.88394776742017 42.02430743338513, -71.88280375042916 42.02429729170562, -71.87739664398016 42.02424935785396, -71.86595150622585 42.02414789701884, -71.86039677101786 42.02409865444223, -71.84571222627596 42.02396847635222, -71.84164709363193 42.02393243906182, -71.80456656350265 42.02360372117026, -71.80065000000114 42.0235690009412, -71.79924200000114 42.00806500094119, -71.79886543354165 41.98733387623661, -71.79882688153126 41.98521147124111, -71.79837944245567 41.9605785942527, -71.79792200000115 41.93539500094093, -71.79780125342124 41.93236770022072, -71.85266100000116 41.93216800094092, -71.86699800000116 41.93214600094092, -71.88061800000115 41.93197900094092, -71.89228900000114 41.93193000094092, -71.89676100000115 41.93189300094092, -71.90351900000115 41.93178800094091, -71.91408800000116 41.93173900094091, -71.93179200000117 41.93157400094093, -71.93198400000117 41.93228500094092, -71.95139200000115 41.99356700094114, -71.95352200000116 42.00009800094115, -71.96301930863667 42.02624757278564))",POINT (-71.87351687174652 41.97976131341783),41.97976131341783,-71.87351687174652
99,09,003,25990,00212332,0600000US0900325990,0900325990,Enfield,43,86292325,2446885,"POLYGON ((-72.6139640000012 41.94346800094095, -72.61310100000119 41.94697100094098, -72.61223300000123 41.95589600094097, -72.6116340000012 41.96078700094101, -72.60953300000122 41.96489500094106, -72.60703300000121 41.97379600094103, -72.6035790000012 41.9897710009411, -72.60753300000121 41.99929600094114, -72.6049050000012 42.0119080009412, -72.6069560573261 42.02512873342572, -72.60693300000119 42.02499500094122, -72.59023300000121 42.02469500094122, -72.58982629114041 42.02469500094124, -72.5823320000012 42.02469500094122, -72.57418932191749 42.02956754514994, -72.5732310000012 42.03014100094125, -72.5634267784995 42.03104403278421, -72.56097524764569 42.03126983453965, -72.56095871217221 42.03127135756305, -72.55305456101141 42.03199938070984, -72.5528582042252 42.03201746643244, -72.55011116221181 42.03227048666574, -72.53149440015851 42.03398521015956, -72.52814706144649 42.03429352157886, -72.5281310000012 42.03429500094125, -72.50920405123701 42.03421659228585, -72.5086370000012 42.03113500094124, -72.5059350000012 42.0164780009412, -72.5053900000012 42.01356700094119, -72.50390300000119 42.00647500094115, -72.50321500000118 42.00322000094114, -72.49972200000119 41.9842230009411, -72.4994060000012 41.98159000094107, -72.49892800000119 41.97789300094107, -72.49272900000121 41.94749700094096, -72.50552800000121 41.94639700094098, -72.5133300000012 41.94540100094098, -72.5251030000012 41.94447100094094, -72.5386060000012 41.94303300094096, -72.54800200000122 41.94180100094095, -72.55989100000119 41.94033500094093, -72.57736700000119 41.93865700094093, -72.60389200000122 41.9363140009409, -72.62343400000121 41.93429700094092, -72.6139640000012 41.94346800094095))",POINT (-72.55475315262363 41.98392843405178),41.983928434051776,-72.55475315262363
100,09,003,45820,00213457,0600000US0900345820,0900345820,Marlborough,43,60479197,444481,"POLYGON ((-72.5054310000012 41.6469990009399, -72.5019130000012 41.65416300093991, -72.4973070000012 41.66239900093992, -72.48599700000119 41.66624500093995, -72.47731900000119 41.66875600093996, -72.47894500000119 41.67345400094, -72.4827250000012 41.68129200094003, -72.4767980000012 41.68609400094001, -72.46987500000121 41.68679000094003, -72.46098000000119 41.68796800094005, -72.4522290000012 41.68879900094001, -72.45162900000119 41.68709900094002, -72.44812900000117 41.67189800093998, -72.43732900000118 41.66659800093995, -72.42942900000121 41.66229900093994, -72.4275290000012 41.65969900093991, -72.42084000000119 41.64805300093987, -72.41589200000119 41.64020600093983, -72.4157280000012 41.63929900093985, -72.41385200000117 41.63691600093983, -72.41377400000118 41.63486900093982, -72.40921700000119 41.63074900093983, -72.40848000000119 41.6265620009398, -72.4078810000012 41.62509600093979, -72.40897100000119 41.62262800093978, -72.4095080000012 41.62004600093979, -72.4094850000012 41.60859500093974, -72.41036700000119 41.60258100093972, -72.41722900000119 41.59059800093968, -72.42886000000121 41.58898600093966, -72.46673000000121 41.58389900093962, -72.47260200000119 41.59238800093966, -72.4815370000012 41.60774100093975, -72.48184200000119 41.60818000093975, -72.50487500000119 41.64553400093987, -72.5054310000012 41.6469990009399))",POINT (-72.45472565937411 41.63307879926292),41.63307879926292,-72.4547256593741
101,09,005,52630,00213474,0600000US0900552630,0900552630,New Milford,43,159453855,5609794,"POLYGON ((-73.50692300000127 41.66580200093994, -73.50407500000127 41.66910300093997, -73.45666000000125 41.67498300093997, -73.45323900000125 41.67500200093997, -73.39521400000126 41.68149600093998, -73.38212400000124 41.68332700093998, -73.38050700000124 41.67164600093994, -73.37785800000127 41.6589840009399, -73.37613000000127 41.6581970009399, -73.37419400000125 41.6574610009399, -73.37041200000125 41.6552860009399, -73.35941900000127 41.64707200093986, -73.35907900000124 41.64652100093986, -73.35694000000125 41.63383000093982, -73.35640700000125 41.62997500093982, -73.34893500000126 41.59652200093967, -73.34861900000125 41.59518300093968, -73.34306700000126 41.56585500093956, -73.34943200000124 41.56568100093956, -73.36463500000123 41.56488600093959, -73.37204700000125 41.56510500093955, -73.37907400000127 41.56214300093953, -73.39117100000125 41.55602500093952, -73.39031500000127 41.5542900009395, -73.39077900000125 41.54967200093951, -73.38896800000126 41.54787600093949, -73.38902000000127 41.54690400093951, -73.39066400000125 41.54684600093947, -73.39179100000125 41.54508300093946, -73.39576000000123 41.54385100093947, -73.39946400000125 41.54402400093947, -73.40116300000125 41.54228400093945, -73.40269700000125 41.54135500093948, -73.40354500000126 41.5405760009395, -73.40473800000126 41.53702000093943, -73.40452000000124 41.53121400093943, -73.40259900000126 41.5251060009394, -73.39978000000126 41.52010000093938, -73.39741200000127 41.51827400093935, -73.39392100000126 41.51687300093936, -73.38696400000126 41.51479400093933, -73.40267100000126 41.50899800093933, -73.41455900000128 41.50349600093931, -73.41772300000125 41.50198700093931, -73.42546500000127 41.49929400093932, -73.43076500000126 41.49799400093929, -73.43949700000127 41.49252900093927, -73.44146600000126 41.49129400093926, -73.44226000000124 41.49561000093927, -73.44306600000125 41.49999400093931, -73.44406600000124 41.50179400093931, -73.44356600000125 41.5038940009393, -73.44456600000125 41.50889400093934, -73.44526600000127 41.50949400093933, -73.44276600000126 41.51409400093935, -73.44508600000127 41.52257400093939, -73.44593000000124 41.52525400093939, -73.45056400000128 41.53509300093943, -73.45401700000126 41.54268700093946, -73.45516300000125 41.54719500093947, -73.47400500000126 41.58834100093963, -73.47979100000126 41.60079800093967, -73.49208000000128 41.62510200093978, -73.49781000000127 41.63814500093984, -73.49684100000127 41.63847000093983, -73.49598000000127 41.64039500093984, -73.49636200000124 41.64232800093981, -73.49376600000126 41.64469400093986, -73.49002900000126 41.64641400093988, -73.48807400000126 41.64564800093985, -73.48672800000125 41.64705300093985, -73.48468600000126 41.64743000093986, -73.49032000000126 41.65327800093988, -73.49188800000128 41.65601400093988, -73.49396800000126 41.66111800093989, -73.49486400000126 41.66121400093991, -73.49795200000126 41.65889300093993, -73.49876800000126 41.65905300093992, -73.50395200000126 41.66177300093991, -73.50692900000126 41.66402900093991, -73.50692300000127 41.66580200093994))",POINT (-73.42128223754519 41.60423078783279),41.60423078783279,-73.42128223754519
102,09,003,65370,00213497,0600000US0900365370,0900365370,Rocky Hill,43,34867961,997339,"POLYGON ((-72.7152960000012 41.65270600093989, -72.7090710000012 41.65315200093989, -72.70300000000121 41.65427100093992, -72.7060390000012 41.66879900093998, -72.69587500000121 41.67006200093999, -72.6934970000012 41.67097100093993, -72.68837400000122 41.67099400093997, -72.6831110000012 41.67185100093997, -72.68240700000121 41.67083700093998, -72.67246500000122 41.66964200093994, -72.67174600000122 41.66960000093994, -72.6699400000012 41.66989300093994, -72.66774300000121 41.67150800093997, -72.6671990000012 41.67217300093996, -72.66697000000119 41.67264100093997, -72.66629000000123 41.67569500093997, -72.6653370000012 41.68009800094001, -72.6603550000012 41.68150900094, -72.65905300000121 41.68218200094, -72.65904800000121 41.68167100094, -72.65814100000121 41.68220100094, -72.6543950000012 41.68342200094001, -72.6491150000012 41.68498000094002, -72.64882500000121 41.68499900094002, -72.6320730000012 41.68679900094003, -72.62698000000121 41.68708700094003, -72.61573500000121 41.68809900094002, -72.61072900000119 41.68419800094002, -72.6086300000012 41.68127500094003, -72.60952200000122 41.67460000093998, -72.6120160000012 41.67250000093998, -72.62479700000121 41.66930100093995, -72.6280210000012 41.66603700093994, -72.62813600000121 41.66169900093992, -72.6235350000012 41.6502990009399, -72.62443600000121 41.64509900093987, -72.62783600000121 41.64019900093988, -72.6340360000012 41.63919900093985, -72.64713600000121 41.63719900093983, -72.64876400000121 41.63709700093982, -72.6508370000012 41.63689900093986, -72.6758700000012 41.63309500093983, -72.6758840000012 41.63309300093982, -72.6884250000012 41.63139900093981, -72.71389700000123 41.6277050009398, -72.71233900000121 41.6305990009398, -72.7138330000012 41.63620500093983, -72.7152960000012 41.65270600093989))",POINT (-72.66318464870066 41.65721167592919),41.65721167592919,-72.66318464870066
103,09,003,71390,00213509,0600000US0900371390,0900371390,South Windsor,43,72668282,1572283,"POLYGON ((-72.64564000000121 41.80583400094045, -72.6442640000012 41.81301100094048, -72.64039400000121 41.82523900094053, -72.6389270000012 41.82875300094053, -72.63822200000121 41.82941600094054, -72.6372340000012 41.83053400094055, -72.62993500000121 41.8371980009406, -72.6256110000012 41.84572800094063, -72.6249020000012 41.84866000094065, -72.61926400000121 41.86829600094068, -72.61660300000122 41.86859600094066, -72.6056010000012 41.86803800094069, -72.58798800000119 41.86831300094071, -72.58256100000121 41.86832600094068, -72.57148800000121 41.86878300094069, -72.5478790000012 41.86928400094071, -72.51733000000121 41.8698970009407, -72.5183300000012 41.85689900094065, -72.51514200000121 41.85746100094065, -72.5019270000012 41.85945700094065, -72.4968100000012 41.86061600094065, -72.49927300000121 41.85027300094061, -72.50263200000119 41.83358900094057, -72.50443500000121 41.82467400094053, -72.5052550000012 41.8213080009405, -72.50543000000118 41.82029800094052, -72.5166870000012 41.81720500094053, -72.5210770000012 41.81654500094052, -72.52887800000119 41.81451100094049, -72.5355640000012 41.81297200094048, -72.55533800000119 41.80808900094046, -72.5759160000012 41.80289400094047, -72.57958800000121 41.80208000094046, -72.58053900000122 41.80156700094044, -72.58348900000121 41.80064400094044, -72.6167960000012 41.79912900094043, -72.61885600000119 41.79900900094042, -72.62778700000121 41.79890600094044, -72.6398950000012 41.79828700094045, -72.64603500000121 41.79759900094042, -72.64564000000121 41.80583400094045))",POINT (-72.57332951497541 41.8352779494886),41.8352779494886,-72.57332951497541
104,09,003,82590,00213529,0600000US0900382590,0900382590,West Hartford,43,56560149,1096521,"POLYGON ((-72.79894200000123 41.79192600094041, -72.79795400000121 41.79654500094043, -72.79724100000122 41.80469900094047, -72.78359800000122 41.80502300094045, -72.78181000000122 41.80500600094046, -72.7705470000012 41.80530200094045, -72.76739200000122 41.80528500094044, -72.75310400000122 41.80557800094046, -72.75102300000123 41.80589100094046, -72.75062100000122 41.80595000094046, -72.72943100000121 41.80641800094046, -72.71910200000121 41.80652900094045, -72.71759000000121 41.80662300094046, -72.71801900000121 41.80218700094045, -72.7170800000012 41.80102900094043, -72.7155040000012 41.79158200094041, -72.71506000000122 41.7881390009404, -72.71520500000122 41.78715700094039, -72.71397100000121 41.77715500094038, -72.71647000000121 41.77079800094033, -72.7161510000012 41.76562400094029, -72.71568500000122 41.7625130009403, -72.71538400000121 41.76049200094032, -72.7153520000012 41.76015900094032, -72.71529600000122 41.7599400009403, -72.71496800000121 41.75750200094029, -72.71478200000121 41.7564280009403, -72.7151450000012 41.74974500094024, -72.71502400000121 41.74477100094023, -72.71536900000122 41.74435400094023, -72.7151380000012 41.74260000094024, -72.7151340000012 41.74221100094024, -72.71500000000121 41.73136300094019, -72.71489100000122 41.72896300094018, -72.71456100000121 41.72363000094017, -72.7261200000012 41.72237600094017, -72.73163900000122 41.72180000094015, -72.73343500000121 41.72150300094014, -72.73650900000122 41.72126100094016, -72.7405180000012 41.72105600094017, -72.7428330000012 41.72069500094014, -72.75945500000121 41.71838200094017, -72.76217900000123 41.71834100094016, -72.76234600000122 41.72685400094016, -72.76273800000121 41.7340690009402, -72.7624710000012 41.7377020009402, -72.76877400000122 41.73757100094018, -72.7692060000012 41.73934700094021, -72.77075200000121 41.7382930009402, -72.77282800000121 41.7368470009402, -72.77763800000122 41.73108900094019, -72.7790640000012 41.73022200094019, -72.78122800000121 41.7460860009402, -72.78219900000121 41.74822400094023, -72.78964200000122 41.74776900094025, -72.79497300000121 41.74746800094024, -72.7967420000012 41.7587990009403, -72.80004200000121 41.79182700094039, -72.79894200000123 41.79192600094041))",POINT (-72.75356239951027 41.76691829859268),41.76691829859268,-72.75356239951027
105,09,003,87070,00212355,0600000US0900387070,0900387070,Windsor Locks,43,23371120,885163,"POLYGON ((-72.6959060000012 41.92243100094088, -72.69351000000123 41.92878100094089, -72.69343000000119 41.92959500094089, -72.6881950000012 41.94619600094099, -72.68763600000122 41.94809600094096, -72.68219200000121 41.94776700094096, -72.67154900000121 41.94700000094095, -72.66977100000121 41.94688900094097, -72.6595120000012 41.94630700094094, -72.6517440000012 41.94608300094094, -72.6376780000012 41.94471700094095, -72.6289250000012 41.94418000094098, -72.6163060000012 41.94349400094097, -72.6139640000012 41.94346800094095, -72.62343400000121 41.93429700094092, -72.6240900000012 41.92919500094091, -72.6226780000012 41.91710900094087, -72.62173400000121 41.9045970009408, -72.63274600000122 41.9034970009408, -72.63410200000119 41.90347700094081, -72.6354270000012 41.90330800094083, -72.63983400000119 41.89759600094079, -72.64015300000122 41.89785700094077, -72.64193400000121 41.89919700094079, -72.64274800000121 41.90009800094081, -72.65251900000121 41.9045300009408, -72.65434200000121 41.90514400094083, -72.66205400000122 41.90790000094083, -72.6639800000012 41.90892000094082, -72.67432900000121 41.91600300094086, -72.67737900000122 41.91710800094084, -72.68613700000122 41.91809800094087, -72.69322300000123 41.92009300094087, -72.69486000000121 41.92112700094087, -72.6959060000012 41.92243100094088))",POINT (-72.65442056349104 41.92670275556139),41.926702755561394,-72.65442056349104
106,09,005,04930,00213391,0600000US0900504930,0900504930,Bethlehem,43,50181139,740227,"POLYGON ((-73.26144600000124 41.66464100093993, -73.22472600000123 41.66652700093995, -73.19863100000123 41.66792600093995, -73.19559600000125 41.66819100093995, -73.18427900000125 41.66856000093995, -73.17075600000123 41.66919600093998, -73.16918300000124 41.66157000093992, -73.16576000000124 41.64860300093989, -73.16555700000124 41.64658600093988, -73.15823000000124 41.61444900093974, -73.15775600000124 41.61269600093976, -73.17961900000124 41.61109100093972, -73.18846900000123 41.61014200093973, -73.19554900000125 41.60963900093973, -73.21093200000125 41.6082480009397, -73.24957400000125 41.60496800093971, -73.25350900000123 41.60453200093971, -73.25917200000124 41.64703600093988, -73.26144600000124 41.66464100093993))",POINT (-73.21127943264641 41.63752898345895),41.63752898345895,-73.2112794326464
107,09,005,08210,00213397,0600000US0900508210,0900508210,Bridgewater,43,42463448,2364041,"POLYGON ((-73.40473800000126 41.53702000093943, -73.40354500000126 41.5405760009395, -73.40269700000125 41.54135500093948, -73.40116300000125 41.54228400093945, -73.39946400000125 41.54402400093947, -73.39576000000123 41.54385100093947, -73.39179100000125 41.54508300093946, -73.39066400000125 41.54684600093947, -73.38902000000127 41.54690400093951, -73.38896800000126 41.54787600093949, -73.39077900000125 41.54967200093951, -73.39031500000127 41.5542900009395, -73.39117100000125 41.55602500093952, -73.37907400000127 41.56214300093953, -73.37204700000125 41.56510500093955, -73.36463500000123 41.56488600093959, -73.34943200000124 41.56568100093956, -73.34306700000126 41.56585500093956, -73.34121600000125 41.55068100093949, -73.34104300000125 41.54957200093951, -73.33924800000125 41.54451200093947, -73.33867400000125 41.54108100093944, -73.33643900000125 41.53378200093943, -73.33475000000125 41.52237500093936, -73.33298700000127 41.51349400093936, -73.33245700000124 41.51180600093933, -73.33031100000123 41.50440900093932, -73.31888900000125 41.50518900093932, -73.32087400000127 41.50361500093932, -73.32157800000125 41.50041500093928, -73.32311400000124 41.4979030009393, -73.32550800000125 41.49530600093927, -73.32684200000125 41.49270300093927, -73.32487400000124 41.48956700093923, -73.32684200000124 41.48596700093924, -73.32705000000124 41.48487900093922, -73.32645800000127 41.48383900093924, -73.32266600000126 41.48076700093922, -73.32090600000124 41.47700700093923, -73.31277700000125 41.46993500093918, -73.31047300000125 41.46881500093919, -73.31287300000125 41.46741500093917, -73.32677400000125 41.46951500093918, -73.33165600000125 41.47272900093917, -73.33666200000124 41.47569500093919, -73.34006200000125 41.47669500093919, -73.34766300000126 41.47809500093921, -73.35065000000125 41.47979100093924, -73.35886200000125 41.48209400093923, -73.36410300000126 41.48528200093925, -73.37526300000124 41.48919400093924, -73.37676400000126 41.49899400093928, -73.37896400000125 41.50189400093934, -73.38196400000125 41.5035940009393, -73.38706400000125 41.50519400093932, -73.38856400000125 41.50649400093933, -73.38746400000124 41.50909400093934, -73.38496400000125 41.51099400093934, -73.38506400000126 41.51249400093937, -73.38696400000126 41.51479400093933, -73.39392100000126 41.51687300093936, -73.39741200000127 41.51827400093935, -73.39978000000126 41.52010000093938, -73.40259900000126 41.5251060009394, -73.40452000000124 41.53121400093943, -73.40473800000126 41.53702000093943))",POINT (-73.36014225322037 41.52085406607214),41.52085406607214,-73.36014225322037
108,09,011,34250,00213437,0600000US0901134250,0901134250,Groton,43,80572809,36707872,"POLYGON ((-72.09648000000118 41.39899700093891, -72.09582100000115 41.40039800093893, -72.08049100000117 41.40018600093894, -72.06107500000118 41.39990100093893, -72.04563200000118 41.39949300093893, -72.03698500000115 41.39944200093893, -72.01121700000115 41.3990180009389, -71.96129500000116 41.39789900093893, -71.95868500000117 41.39785900093891, -71.96084300000116 41.39470400093889, -71.96064400000118 41.39005100093887, -71.95863200000117 41.38811500093889, -71.96121800000117 41.38678000093886, -71.96421900000117 41.38259300093884, -71.96352900000116 41.37911200093884, -71.96452800000117 41.37506500093883, -71.96582500000115 41.3734280009388, -71.96602700000118 41.37299500093881, -71.96732400000116 41.36973600093881, -71.96692100000118 41.36566600093878, -71.96763200000116 41.36179200093876, -71.96707400000116 41.35806100093875, -71.97027500000118 41.35208800093874, -71.97051700000115 41.34919800093871, -71.96913300000115 41.34519000093867, -71.97325900000116 41.34031900093867, -71.97505900000117 41.33715000093867, -71.97611700000117 41.33299800093864, -71.97991700000118 41.33039800093866, -71.98027522161978 41.32994901188734, -71.98219400000117 41.32986100093864, -71.98815300000116 41.32057700093858, -71.98923100000115 41.31585600093857, -71.99372400000117 41.31953600093858, -72.00010081307786 41.31834481885828, -72.00067800000116 41.31823700093859, -72.00365090058366 41.31054674299275, -72.00514300000117 41.30668700093854, -72.00569185040496 41.30672034637134, -72.01028870454186 41.30699962846634, -72.01083800000116 41.30703300093855, -72.01156739369029 41.30767962888802, -72.02028192846306 41.31540530822329, -72.02189800000116 41.31683800093859, -72.02749700000118 41.31603400093855, -72.03026200000116 41.31212100093856, -72.03534100000117 41.31282100093856, -72.03644700000116 41.31587000093857, -72.04152700000118 41.31848800093857, -72.04912300000117 41.31912700093859, -72.05475067641228 41.31332609243606, -72.05506800000116 41.31299900093856, -72.06053500000115 41.31210700093856, -72.06504800000117 41.31523800093856, -72.06695600000117 41.3188930009386, -72.07410400000116 41.3189930009386, -72.08200204024355 41.31722426631077, -72.08363100000118 41.32801000093862, -72.08532000000118 41.33919800093867, -72.08562000000116 41.34059800093868, -72.08672000000116 41.34809800093871, -72.08592000000118 41.34949800093872, -72.08612000000116 41.35259800093874, -72.08682000000115 41.35569800093874, -72.08783800000116 41.36313400093879, -72.08805500000116 41.36379300093878, -72.08962000000115 41.36759800093879, -72.09052000000116 41.36959800093882, -72.09322000000118 41.37709800093882, -72.09292100000117 41.38699800093887, -72.09292100000117 41.38889800093887, -72.09422100000117 41.39269800093889, -72.09722100000117 41.3961980009389, -72.09648000000118 41.39899700093891))",POINT (-72.02933018133247 41.35974630236564),41.35974630236564,-72.02933018133247
109,09,011,43230,00213451,0600000US0901143230,0901143230,Lisbon,43,42200264,1018780,"POLYGON ((-72.04786400000114 41.59482300093971, -72.04704500000116 41.59517100093971, -72.04359300000118 41.60092900093972, -72.03793300000116 41.60644300093973, -72.03563000000115 41.61065500093977, -72.03777700000117 41.61880600093979, -72.03992900000117 41.62238300093979, -72.04038300000116 41.62399300093981, -72.04062000000116 41.62837300093982, -72.03903200000117 41.62991900093983, -72.03248400000116 41.63478500093984, -72.03258100000117 41.63638000093984, -72.03189600000117 41.63952400093986, -72.03195900000115 41.6420440009399, -72.03077800000116 41.64366100093989, -72.03058300000117 41.64537300093988, -72.03121600000115 41.6472420009399, -72.01492000000117 41.64458800093988, -71.98192800000116 41.63920300093984, -71.97525300000116 41.63811700093985, -71.97631100000116 41.63563500093986, -71.97901200000118 41.63144100093979, -71.97922300000117 41.62775800093981, -71.97856900000114 41.6262120009398, -71.97913300000116 41.62369200093979, -71.98253100000116 41.61946300093978, -71.98286800000116 41.61692900093979, -71.98271200000117 41.61647400093977, -71.98440600000116 41.61010400093973, -71.98634700000116 41.60930400093975, -71.99154900000116 41.60553000093976, -71.99160000000117 41.60478200093973, -71.98822900000117 41.60353400093975, -71.98718200000114 41.60209100093973, -71.98494300000118 41.59911100093971, -71.98457600000116 41.59768100093971, -71.98479200000116 41.59231700093969, -71.98680700000116 41.58948500093965, -71.98701700000117 41.58825500093967, -71.98461400000116 41.58594500093965, -71.98450300000117 41.58504800093964, -71.98591700000115 41.58303200093965, -71.98836200000116 41.58080000093964, -71.98901300000118 41.57959700093963, -71.98965400000118 41.57598400093963, -71.98827100000115 41.57307400093962, -71.98803600000116 41.57132200093958, -71.98887200000118 41.5686360009396, -71.98923300000116 41.56564100093959, -71.99114900000114 41.56490700093958, -71.99305500000115 41.56641800093961, -72.00003800000118 41.56565400093957, -72.00332000000117 41.56660100093958, -72.00702700000117 41.56868700093959, -72.01072000000117 41.5693980009396, -72.01194100000116 41.56791600093958, -72.01268500000117 41.56474200093955, -72.01577700000118 41.55730100093956, -72.01915900000117 41.55396300093953, -72.02269100000115 41.55342700093955, -72.02678100000118 41.55494000093952, -72.02954300000115 41.55527600093954, -72.03213200000117 41.55494400093954, -72.03522200000116 41.55371200093953, -72.03684200000116 41.55393800093952, -72.04141400000117 41.55558400093953, -72.04612000000115 41.55599800093952, -72.04504500000115 41.55807500093955, -72.04393900000117 41.55963000093955, -72.04320800000116 41.56108900093956, -72.04339900000117 41.56296000093956, -72.04456900000116 41.56628500093957, -72.04584100000118 41.56955700093961, -72.04532600000117 41.57302300093959, -72.04520100000116 41.57376300093961, -72.04118400000115 41.58043000093963, -72.04168000000116 41.58172400093964, -72.04447400000116 41.58301300093964, -72.04596800000118 41.58530100093967, -72.04751600000118 41.59409100093969, -72.04786400000114 41.59482300093971))",POINT (-72.01411291621783 41.60137344611011),41.60137344611011,-72.01411291621783
110,09,011,48900,00213464,0600000US0901148900,0901148900,Montville,43,108665028,5783813,"POLYGON ((-72.2215240000012 41.44629600093911, -72.22246200000116 41.45649400093916, -72.21268700000117 41.45745300093915, -72.21539200000117 41.47482900093922, -72.21653500000119 41.48000200093924, -72.21752400000119 41.49469400093928, -72.21835700000118 41.50045200093934, -72.22443600000118 41.50974400093934, -72.22627500000118 41.5133140009394, -72.22728500000119 41.51668600093939, -72.22762400000117 41.51869800093941, -72.20297100000116 41.51371200093936, -72.19348800000117 41.51198100093935, -72.19105800000118 41.51415300093939, -72.18751700000119 41.51346700093936, -72.18672100000116 41.51291300093937, -72.18237000000117 41.51289600093937, -72.18223800000116 41.51626000093939, -72.18060300000117 41.51632600093939, -72.17829600000118 41.51590300093939, -72.17116400000116 41.51394300093936, -72.16571900000116 41.51055100093936, -72.16198200000116 41.51011700093936, -72.15899600000117 41.50888700093936, -72.15355100000117 41.50733000093935, -72.14404900000117 41.50497000093935, -72.14245100000117 41.50418000093935, -72.13612900000119 41.50485200093932, -72.13541600000117 41.50400600093931, -72.13359100000116 41.50281500093933, -72.12951800000117 41.50328500093933, -72.12541600000118 41.50286600093933, -72.12189300000117 41.50190500093932, -72.12107600000118 41.50272300093933, -72.11829500000118 41.50247800093931, -72.11542600000116 41.50087200093931, -72.11217700000115 41.50098800093933, -72.11168200000117 41.50203600093933, -72.10798200000116 41.50282800093935, -72.10652100000117 41.50161000093933, -72.10652900000116 41.4995870009393, -72.10213100000117 41.49797400093932, -72.09985900000116 41.49648600093931, -72.09974400000117 41.49509800093931, -72.09948000000117 41.4948500009393, -72.09823700000116 41.4944340009393, -72.09753600000117 41.49516400093928, -72.09368200000115 41.49721000093933, -72.08401300000116 41.49391400093931, -72.08102000000117 41.49209900093928, -72.08049800000116 41.48917400093929, -72.07761300000116 41.48508600093926, -72.07442500000116 41.48180800093926, -72.07342400000118 41.47838800093924, -72.07362400000117 41.4749680009392, -72.07132300000117 41.4711430009392, -72.06992100000117 41.46581100093917, -72.07002100000118 41.46359800093918, -72.07082100000117 41.46029800093915, -72.07362100000115 41.45629800093914, -72.07642100000118 41.45389800093915, -72.08282100000116 41.44889800093912, -72.08552100000119 41.44509800093911, -72.08792100000116 41.43939800093908, -72.09099400000116 41.43744200093906, -72.09242100000117 41.43669800093909, -72.09472100000117 41.43289800093904, -72.09652100000118 41.43019800093904, -72.09562100000117 41.42529800093901, -72.10647800000118 41.42699000093901, -72.11293400000116 41.42601200093903, -72.12011700000116 41.42490200093901, -72.12080200000116 41.42489800093902, -72.12823600000118 41.42393800093902, -72.16618100000115 41.41856200093899, -72.16980700000117 41.41831700093897, -72.17937500000119 41.41660500093899, -72.19966800000118 41.41371700093898, -72.20465600000118 41.41382500093896, -72.21930700000119 41.41212300093898, -72.22035600000116 41.41352700093896, -72.24202400000118 41.44319800093909, -72.2215240000012 41.44629600093911))",POINT (-72.15698750351898 41.46358140534576),41.46358140534576,-72.15698750351898
