total population,black or african american,american indian and alaska native,asian,native hawaiian and other pacific islander,other race,hispanic or latinx,non US citizens,male mean usual hours worked,female mean usual hours worked,unemployed,gini index,male median income past 12 months,female median income past 12 months,male median earnings past 12 months,female median earnings past 12 months,receiving social security income,receiving supplemental security income,received public assistance income,received cash public assistance or food stamps/snap,received retirement income,median household income,median household income - white,median household income - black,median household income - american indian / alaska native,median household income - asian,median household income - other race,median household income - 2 or more races,median household income - hispanic or latinx,median family income,median family income - white,median family income - black,median family income - american indian / alaska native,median family income - asian,median family income - other race,median family income - 2 or more races,median family income - hispanic or latinx,housing units,median year housing unit was built,number of owned homes,households with 0 vehicles available,households with 1 vehicles available,households with 2 vehicles available,households with 3 vehicles available,households with 4+ vehicles available,households with people 65+,married women with birth in past 12 months,unmarried women with birth in past 12 months,per capita income,income quintile means - lowest,income quintile means - second,income quintile means - third,income quintile means - fourth,income quintile means - highest,income quintile means - top 5%,transport to work - car/truck/van,transport to work - public transport,time of departure to work - afternoon,child relationship to householder - foster/not family,educational attainment - no school,primary spoken language at home - english,primary spoken language at home - spanish,primary spoken language at home - chinese,ratio of income to poverty level - < 0.5,number of income earners in family - no earners,number of income earners in family - 1 earner,number of income earners in family - 2 earners,number of income earners in family - 3+ earners,rent paid for non-owned housing units - no rent paid,rent as percentage of income - 50+%,home value of owned/mortgaged housing units - 300k - 400k,home value of owned/mortgaged housing units - 400k - 500k,home value of owned/mortgaged housing units - 500k - 750k,home value of owned/mortgaged housing units - 750k - 1m,monthly housing costs - 3k+,monthly housing costs - no housing cost,computers and internet - computer but no internet,computers and internet - no computer,nativity and citizenship - born in CT,nativity and citizenship - born in other state,nativity and citizenship - born outside US,nativity and citizenship - foreign-born naturalized,nativity and citizenship - foreign-born non-citizen,geographic mobility - no moving,geographic mobility - within county,geographic mobility - from other county in CT,geographic mobility - from other state,geographic mobility - from abroad,work location - in county of residence,work location - outside county of residence,work location - outside CT,household type of homes with children - married,household type of homes with children - cohabitating couple,household type of homes with children - single female,household type of homes with children - single male,school enrollment - nursery/pre-school,school enrollment - kindergarten,school enrollment - grades 1-4,school enrollment - grades 5-8,school enrollment - high school,school enrollment - college,school enrollment - grad school,school enrollment - not enrolled,house heating fuel - electric,house heating fuel - oil,house heating fuel - coal,house heating fuel - wood,house heating fuel - solar,house heating fuel - other,house heating fuel - no fuel used,bedrooms in house - none,bedrooms in house - 1,bedrooms in house - 2,bedrooms in house - 3,bedrooms in house - 4,bedrooms in house - 5+,transport to work - other,time of departure to work - morning,time of departure to work - evening/night,travel time to work - < 20 mins,travel time to work - 21-40 mins,travel time to work - > 40 minns,child relationship to householder - family,educational attainment - K-12 no diploma,educational attainment - high school diploma,educational attainment - some college no degree,educational attainment - college degree,educational attainment - graduate degree,ratio of income to poverty level - 0.51 - 1.0,ratio of income to poverty level - 1.01 - 2.0,ratio of income to poverty level - > 2.0,rent paid for non-owned housing units - < 500,rent paid for non-owned housing units - 500 - 999,rent paid for non-owned housing units - 1000 - 1999,rent paid for non-owned housing units - 2000 - 2999,rent paid for non-owned housing units - 3000+,rent as percentage of income - <15%,rent as percentage of income - 15-29%,rent as percentage of income - 30-49%,home value of owned/mortgaged housing units - < 50k,home value of owned/mortgaged housing units - 50k - 100k,home value of owned/mortgaged housing units - 100k - 200k,home value of owned/mortgaged housing units - 200k - 300k,home value of owned/mortgaged housing units - 1m+,monthly housing costs - < 500,monthly housing costs - 500-1000,monthly housing costs - 1k - 2k,monthly housing costs - 2k - 3k,computers and internet - computer with internet,population at age - < 18 years,population at age - 18 - 49 years,population at age - 50 - 64 years,population at age - 65+ years,school type for high school and below - public school,school type for high school and below - private school,house heating fuel - gas,health insurance coverage - with coverage,health insurance coverage - without coverage,town
20276,330,52,1330,26,114,1068,939,46.5,36.1,6646,0.5388,129944.0,43361.0,156250.0,47854.0,2320,176,11,247,1210,190227.0,189383.0,70417.0,,226667.0,,161458.0,136156.0,248162.0,250001.0,71250.0,,250001.0,,161458.0,136698.0,7655,1966.0,3914,179,1874,3120,1287,656,2347,156,0,118833.0,36983.0,106808.0,189677.0,368396.0,981343.0,1309980.0,4856,1952,274,0,1,16002,756,347,37,671,2133,2268,365,134,343,150,159,371,707,3977,134,99,250,7020,10119,461,1737,939,14096,1041,14,249,110,5221,59,2702,2329,11,231,126,629,340,1372,1478,1620,800,154,13265,995,5078,8,29,0,59,59,39,397,1181,1436,2399,2203,235,6547,222,2569,1913,2561,5878,220,929,1073,6037,4919,77,231,5092,115,94,325,472,366,180,495,354,46,0,81,106,3990,137,249,1213,1406,6767,5878,6118,4976,3304,4082,1357,888,19550,597,New Canaan
13955,183,30,326,16,623,1212,264,42.8,34.4,3986,0.4232,64089.0,32585.0,68929.0,39816.0,1787,99,50,115,1325,112457.0,113155.0,,,101250.0,129643.0,61250.0,127273.0,134960.0,135532.0,,,106250.0,129643.0,62159.0,128036.0,5889,1968.0,3339,12,1091,2202,1160,506,1673,130,0,53271.0,33737.0,74687.0,116177.0,163523.0,346684.0,627712.0,6320,205,387,111,64,12122,475,0,35,465,1040,1765,613,22,109,1527,790,535,100,1056,22,150,135,5060,7709,140,782,264,11060,294,18,376,16,4366,625,2117,1325,50,91,32,190,158,400,773,854,783,295,10010,579,3544,13,200,0,34,10,0,205,880,2641,1766,397,127,5861,404,1430,2451,2771,2750,278,2282,1564,3498,2056,69,194,3585,0,18,127,142,21,23,102,74,106,34,271,1164,114,54,747,1597,1495,4686,2861,4860,3760,2474,2149,226,591,13723,216,New Fairfield
27822,638,158,880,39,605,1472,419,42.0,34.9,7504,0.4174,70475.0,36429.0,75775.0,42153.0,3267,184,72,246,2169,127602.0,126875.0,,,212396.0,95964.0,152045.0,114896.0,151643.0,151146.0,,,222550.0,95868.0,152045.0,114896.0,10506,1977.0,6223,245,2038,4413,2168,1021,3176,148,0,57386.0,32864.0,79906.0,128536.0,187240.0,363466.0,586799.0,12435,197,564,63,32,23693,906,41,46,992,1726,3783,1209,84,171,2596,2002,1791,389,2732,84,250,637,14212,11105,371,1715,419,21406,1032,350,300,59,10771,2048,1194,2775,26,210,241,338,232,1230,1664,2207,1133,197,20104,543,6666,0,384,11,101,8,204,648,1261,3585,4164,644,148,11480,736,3371,5394,4015,6415,698,3849,3058,6980,4574,53,240,7371,79,190,570,171,49,189,464,235,151,29,257,1386,141,156,1128,3065,2720,8998,6478,9172,7414,4758,5097,574,2172,26800,437,Newtown
10287,358,112,674,31,85,648,397,44.5,33.0,2394,0.457,111599.0,44507.0,113652.0,51127.0,912,42,24,26,508,222535.0,221771.0,,,241250.0,,181250.0,115742.0,242083.0,246157.0,,,250001.0,,181250.0,,3882,1968.0,2546,21,474,1783,885,284,985,30,0,101792.0,48070.0,133100.0,224337.0,358968.0,739114.0,1160813.0,3491,666,151,24,27,8563,498,76,22,260,766,1626,274,11,5,45,88,1026,915,2386,11,18,54,2535,6403,90,862,397,7546,341,19,57,18,3836,186,989,1394,0,113,24,326,140,626,844,906,346,127,6820,84,2593,10,9,0,20,0,38,47,217,747,1659,1174,86,3901,191,1088,1632,1523,2949,129,516,560,2752,2778,22,134,2748,0,31,2,35,47,38,12,60,36,0,0,33,1178,18,100,438,494,3375,2973,2857,2988,1469,2437,405,731,9942,334,Weston
7543,65,86,179,0,87,282,126,42.0,33.8,2187,0.4351,71646.0,42083.0,86188.0,49399.0,941,74,36,87,508,157448.0,157520.0,,,100000.0,,,,172786.0,172929.0,,,,,,,2870,1966.0,1743,22,452,1218,799,308,1002,18,0,73998.0,39842.0,92875.0,151338.0,232762.0,465125.0,797089.0,2999,190,253,11,14,6647,131,29,31,229,704,1030,253,16,25,100,488,1138,637,1306,16,34,93,3920,2920,58,519,126,5770,360,31,126,9,2822,379,441,771,7,80,0,109,70,313,526,513,156,109,5608,41,2044,0,27,0,4,0,0,68,200,898,1306,398,57,2807,186,820,1498,928,1616,141,819,719,2184,1710,8,67,2110,0,25,79,50,33,51,98,13,15,14,7,30,167,0,108,733,636,2672,1627,2114,2264,1538,1411,120,683,7407,136,Easton
145639,56268,1903,6050,892,25258,59371,25791,38.1,34.2,38289,0.4803,28006.0,21412.0,31154.0,22986.0,13693,5065,2249,13771,6452,46662.0,48585.0,48081.0,,52917.0,38145.0,45769.0,40135.0,53271.0,55361.0,60279.0,,54494.0,37760.0,49976.0,41745.0,58552,1948.0,15142,10152,19776,13520,5360,1830,12420,924,1089,24067.0,9284.0,26014.0,46602.0,75332.0,163281.0,277057.0,54176,6973,5649,395,2485,69820,46230,521,2549,3897,11227,11930,5012,835,9970,1800,181,160,96,1300,835,4628,6853,63026,26055,12367,18400,25791,98250,13009,1441,3315,1472,54430,7403,4290,7549,1938,5141,721,2414,2151,7997,8041,8405,10924,2491,98007,8211,9346,50,9,0,199,311,2112,11034,21510,16964,5182,1750,3110,50694,7916,28317,20974,14968,33228,19683,30912,17310,16883,6622,3555,7224,18738,3797,6026,17481,1197,114,2193,8523,7284,1268,2267,9432,5789,195,4430,9712,27167,7194,39157,33671,69188,26254,16526,25936,3072,32512,124188,19404,Bridgeport
21742,260,106,1547,15,148,897,955,49.0,34.4,5770,0.5143,151711.0,44784.0,177708.0,46226.0,1717,95,23,113,993,232523.0,234444.0,120167.0,,250001.0,,,207222.0,250001.0,250001.0,145500.0,,250001.0,,,250001.0,7278,1956.0,4364,171,1353,3259,1568,544,1827,222,0,116564.0,41401.0,127790.0,232755.0,428783.0,996910.0,1446558.0,5065,2787,320,17,11,17398,735,376,114,500,2089,2592,531,30,216,44,98,440,996,4248,30,193,270,7404,11433,337,1613,955,14868,426,33,401,150,5352,155,3432,3125,10,226,101,600,444,1656,1895,1998,740,289,13272,562,4884,0,0,0,133,40,110,362,484,1545,2795,1982,285,7612,205,3095,1706,3336,7322,311,734,816,6576,4599,28,133,5437,20,80,212,273,307,116,237,314,122,9,24,44,4196,42,319,980,1276,6432,7339,7206,4612,2585,5197,1396,1276,21479,263,Darien
25042,515,153,1347,0,273,1198,1192,44.5,35.6,6703,0.4801,104832.0,43913.0,119293.0,52587.0,2478,121,86,179,1902,163945.0,163829.0,,,200134.0,,,129000.0,200854.0,202945.0,,,200893.0,,,203750.0,9726,1971.0,5641,291,2096,3877,2179,558,2815,199,0,83937.0,36982.0,95875.0,165635.0,259628.0,597307.0,1036375.0,9270,1012,395,0,65,20998,1081,173,40,714,2410,3120,762,94,234,649,1002,2702,1515,3937,94,236,390,7701,14051,472,1626,1192,17911,776,158,533,106,7662,467,3619,3142,41,330,47,467,367,1413,2023,1861,823,138,17192,670,6568,0,17,0,45,9,183,617,1614,2466,3560,1286,310,9660,537,3202,2790,4600,6938,283,1329,1672,7759,5750,27,329,6610,42,200,459,382,103,310,294,348,33,41,176,305,1298,135,650,1794,2391,8375,6938,7952,5904,4248,5294,837,1692,23350,1553,Ridgefield
41141,1278,129,1986,43,1085,3637,1860,40.4,35.7,11475,0.4477,56616.0,36218.0,62854.0,45534.0,5740,456,300,922,3538,97131.0,96993.0,,23929.0,128594.0,51925.0,67845.0,64583.0,117256.0,117727.0,101346.0,,129023.0,,67845.0,89830.0,17208,1976.0,8695,741,4645,6441,2846,1512,5913,357,44,49200.0,20651.0,57521.0,96348.0,142696.0,291723.0,537636.0,20043,553,1160,134,275,32663,1963,238,164,1624,2634,5241,1701,168,723,5030,2204,1458,154,1708,168,606,1701,26300,8830,626,3525,1860,32027,1764,599,826,102,16220,4761,794,2995,126,504,243,649,307,1640,1733,1885,1882,731,31303,1414,8333,60,178,0,79,7,338,1195,4317,6794,3859,705,202,18614,1024,7864,7955,4979,7003,1655,7755,5084,9654,5825,192,730,10114,273,355,1590,693,67,340,1162,649,208,222,918,2692,153,500,3312,6484,4013,13878,7150,15216,10086,8689,5336,878,6114,39454,1261,Shelton
28016,611,153,2195,20,65,1254,1699,46.0,34.7,8247,0.5094,146780.0,40841.0,160944.0,44716.0,2959,210,43,309,1758,206466.0,205991.0,,,230417.0,,191111.0,180577.0,250001.0,250001.0,,,230938.0,,250001.0,182833.0,10931,1964.0,5768,244,2100,4740,2005,827,3348,216,24,114433.0,34682.0,115263.0,207626.0,390188.0,858534.0,1258659.0,7466,2897,210,32,74,23067,898,410,125,681,2846,3371,671,49,322,152,225,1227,1553,5692,49,277,283,8259,15195,709,2154,1699,19746,1285,33,681,240,8553,646,3340,3425,27,245,122,658,443,1634,2083,2196,1144,364,18824,620,5504,0,38,17,22,58,166,595,1123,2533,3652,2862,312,9996,469,3530,2579,4566,7549,317,1565,1585,7621,7473,125,166,7153,0,180,554,338,347,396,391,217,53,19,102,165,4952,58,492,1966,1659,9356,7587,8510,7139,4780,5850,1164,3657,27269,560,Westport
84619,10349,870,5841,114,16841,25360,16414,40.0,35.1,19834,0.4403,39209.0,27409.0,39607.0,30004.0,8211,878,702,3008,5088,73297.0,78170.0,69579.0,,111488.0,50727.0,76250.0,55664.0,85157.0,97492.0,71210.0,72159.0,114489.0,50159.0,61250.0,53066.0,32990,1970.0,12223,2371,10552,10658,4299,2120,8110,614,368,35065.0,17169.0,44707.0,73644.0,111065.0,224913.0,375208.0,40832,1762,2267,343,1422,44668,20449,555,620,2006,5585,8446,3519,250,3149,5298,2049,981,216,2124,250,1872,2350,32921,23090,1939,10255,16414,60174,6183,584,2035,1062,34603,3240,7306,5869,636,1865,343,925,1166,3946,3466,3759,5554,915,61450,8540,8888,0,319,20,186,140,1069,4374,11402,10273,4765,1107,1294,38151,3470,19690,11672,12526,16613,8283,16490,9533,15049,7482,1201,2391,15344,927,1607,7900,1745,166,1037,4447,3462,356,396,2838,5135,136,1398,5121,14429,6678,25778,17017,39200,16842,11560,11434,1828,11907,69608,13178,Danbury
3649,0,36,83,0,57,125,46,43.4,32.7,1073,0.5161,58083.0,38472.0,62500.0,34896.0,601,43,0,0,389,101818.0,104091.0,,,,,,63393.0,117594.0,118219.0,,,,,,,1799,1978.0,695,54,341,592,341,142,581,11,16,66533.0,32847.0,63968.0,100889.0,149243.0,464534.0,970343.0,1517,57,49,0,0,3226,42,15,10,143,292,483,135,45,11,238,355,269,166,252,45,83,28,1349,1985,47,222,46,2851,171,22,59,0,968,421,466,302,16,15,17,23,28,141,249,232,97,43,2792,159,945,15,113,0,26,0,0,60,326,612,690,111,68,1494,99,385,738,519,715,43,639,366,1093,511,0,73,970,0,10,68,83,0,10,101,39,9,0,43,107,77,12,325,467,369,1359,715,1028,1128,778,553,120,212,3503,146,Sherman
17016,308,90,984,19,411,1070,657,42.7,34.6,4361,0.4158,60931.0,34125.0,68563.0,37212.0,2258,147,74,315,1490,114615.0,117361.0,,,104656.0,,126050.0,118220.0,127287.0,133657.0,,,104188.0,,126300.0,114118.0,6721,1976.0,3631,202,1413,2960,1177,448,2166,150,47,51573.0,29726.0,71469.0,113352.0,161723.0,321178.0,523858.0,7758,172,364,89,22,13939,572,231,54,439,1348,2352,557,28,196,1364,1032,874,206,1315,28,122,303,7213,7503,205,1438,657,12360,755,236,473,99,6554,787,1444,1676,113,158,8,194,238,868,970,1296,679,214,12031,1351,3598,0,69,0,30,31,201,620,1279,2205,2000,416,181,7269,478,3327,1971,2813,3847,516,2597,1687,4829,2156,114,237,4291,37,12,719,168,46,46,539,180,62,16,458,996,182,60,740,2322,1735,5775,3942,5671,4133,3270,3077,489,1121,16604,377,Brookfield
35976,2001,196,2703,80,882,2535,1694,41.8,33.6,9648,0.4033,64976.0,36581.0,75188.0,46170.0,4382,318,136,577,2883,122451.0,121838.0,124196.0,,135160.0,135147.0,,120938.0,138681.0,140081.0,122634.0,,136474.0,135147.0,,140904.0,12631,1965.0,7075,513,2054,5880,2480,1263,4384,297,75,51818.0,31789.0,80635.0,124377.0,177984.0,333737.0,554398.0,15042,583,690,123,131,27609,1398,317,61,1042,2264,5034,1386,180,433,3823,2665,2041,329,3362,180,451,771,21057,9300,522,3403,1694,26336,1606,332,471,35,13502,2395,1050,3971,116,271,214,655,379,1862,2473,2844,1624,508,24553,706,5351,11,70,0,33,35,70,719,1695,5354,4157,636,202,13972,1165,6367,4661,4799,8921,966,4344,3664,9165,5826,94,423,9148,114,99,495,641,127,226,508,300,143,8,176,1147,202,184,1002,3683,3779,10968,9046,12887,7472,6571,7235,978,5984,35057,705,Trumbull
19681,376,51,547,7,323,1039,205,40.9,34.0,6932,0.4366,60571.0,36019.0,66929.0,46190.0,3812,199,86,318,2570,98790.0,95884.0,158942.0,,193083.0,147852.0,148500.0,151528.0,128856.0,127620.0,158942.0,,181016.0,147852.0,,152222.0,8779,1977.0,4098,452,2698,3035,1124,657,4033,77,8,51446.0,22000.0,56574.0,99214.0,150483.0,292525.0,435839.0,7836,49,464,14,358,17510,554,182,62,949,1411,1950,870,118,239,1686,1288,683,84,1277,118,589,747,10985,7352,209,930,205,15304,520,350,321,81,4377,3740,617,1503,65,224,80,338,186,879,1031,1269,727,234,14618,2916,3745,0,152,0,72,0,134,1018,2656,2321,2310,340,130,6992,559,2674,2747,2594,4054,441,3133,1960,5148,3456,56,217,4845,49,90,660,102,140,195,293,291,36,462,1322,1162,84,99,1154,3645,1673,6630,4068,5213,4536,5864,3289,414,1081,19199,256,Southbury
29147,1617,212,2228,0,821,1086,687,40.8,36.3,8980,0.3926,64600.0,40810.0,70910.0,51629.0,3563,366,198,538,2613,120546.0,120221.0,120761.0,,104671.0,,125789.0,193563.0,139306.0,140261.0,116917.0,,155156.0,,125789.0,192813.0,10958,1968.0,5752,343,2404,4444,2097,881,3637,195,0,52013.0,35702.0,74504.0,118965.0,173291.0,318405.0,468872.0,13178,81,449,39,257,24625,792,390,9,758,1905,3712,1187,75,182,2749,1692,822,146,1677,75,625,642,18773,7196,374,2117,687,22223,1169,1063,431,1,10255,4295,253,2425,122,182,99,342,272,995,1376,2056,1256,562,21490,1081,7014,0,127,9,22,44,53,806,2024,4195,3402,478,304,12315,799,4431,6435,2697,5389,987,3582,2857,7764,5590,29,232,7292,101,190,749,55,66,223,509,247,47,76,790,2593,18,164,1848,4509,1896,8902,5653,10629,7453,5412,4374,667,1872,26359,445,Cheshire
60982,16850,433,3549,60,3701,7608,3685,38.5,33.9,17039,0.4293,43255.0,30238.0,46480.0,32506.0,6954,905,528,1938,4348,77274.0,87358.0,61250.0,,90526.0,75583.0,83066.0,74599.0,102709.0,118026.0,74104.0,,99643.0,75625.0,83750.0,76344.0,25084,1963.0,10155,1827,8285,8945,2643,877,6922,290,335,38184.0,17349.0,47611.0,78853.0,121386.0,227782.0,355026.0,28324,1275,2508,119,385,47793,4429,761,206,1474,3646,6537,2025,203,2026,1889,514,497,128,1650,203,1012,1826,34549,16843,1501,4404,3685,45062,4316,1023,1631,379,26097,5654,722,3522,235,1369,81,952,647,2511,2284,2610,8294,1495,40599,3368,7760,11,130,71,55,57,752,4053,7060,9394,3224,601,1459,25284,3266,12917,13169,4972,10264,2146,10005,6351,11050,10088,454,1193,11829,471,1130,5662,606,73,920,3203,1670,303,469,4770,5735,127,840,3225,11358,5301,19739,10498,28784,11858,9842,7721,1283,11125,58338,2154,Hamden
14191,386,18,252,0,137,478,172,40.7,34.0,3777,0.441,62888.0,32792.0,65608.0,40011.0,1966,180,85,314,1314,90461.0,91500.0,,,,,,120583.0,113092.0,114243.0,,,,,,123191.0,5855,1969.0,3124,210,1178,2199,979,773,2077,30,0,49263.0,31022.0,64858.0,92010.0,132753.0,313210.0,650431.0,7309,29,345,0,6,12580,275,0,13,550,915,1682,675,111,57,1240,532,312,22,499,111,98,311,11405,1753,360,501,172,11486,500,141,33,47,6331,1362,13,994,0,116,160,170,159,544,580,894,767,54,10675,348,3699,0,160,0,15,0,0,438,1424,2834,955,204,78,6366,705,2793,3651,972,2627,493,3624,1982,2748,1517,55,169,3585,13,149,470,11,15,69,344,188,78,13,610,1763,0,105,1062,2233,1329,4930,2627,4932,3656,2976,2115,232,1117,13974,175,North Branford
16508,796,72,478,0,769,2659,372,39.4,33.6,3868,0.4197,51342.0,30655.0,52937.0,32222.0,1849,221,154,604,1355,76195.0,75147.0,131250.0,,68673.0,79491.0,,77759.0,97375.0,97721.0,180724.0,,,,,64911.0,6573,1965.0,3215,342,1817,2480,1009,555,1730,48,27,37429.0,21261.0,47183.0,76178.0,115709.0,223899.0,351032.0,8094,105,794,90,64,13202,1437,9,34,346,1016,1953,754,110,471,896,478,84,0,424,110,456,593,11626,2934,427,1149,372,12290,717,496,187,0,5061,3575,51,1227,228,249,111,182,92,844,1112,1320,823,258,11510,783,4263,0,139,0,92,0,185,885,1538,2514,1232,219,66,6786,685,2648,4109,1508,3730,628,3964,2566,2779,1341,64,540,3431,50,378,1162,94,0,154,717,342,30,92,1250,1546,33,91,1356,2586,1636,5154,3820,6796,3365,2527,3187,363,926,15839,507,Seymour
108276,26790,1444,3300,251,12007,40543,8772,38.7,35.3,32476,0.464,30114.0,22344.0,34591.0,27737.0,13501,3843,2908,13379,6310,42401.0,46555.0,40216.0,26094.0,54148.0,27833.0,37660.0,32247.0,52884.0,56676.0,47565.0,,56346.0,36124.0,59615.0,36971.0,47830,1957.0,11100,8176,17018,11195,3430,1118,10606,784,904,23128.0,8424.0,23980.0,43350.0,71944.0,141039.0,219823.0,41143,1930,5680,623,1275,62038,28523,195,2271,4069,10147,7910,2657,728,7047,364,110,123,9,329,728,4759,7163,60287,18242,11735,9240,8772,75383,6352,1727,1517,854,31153,13973,1027,5190,1326,4983,370,1894,1557,6341,5853,5651,5642,1151,75834,13124,10243,16,180,5,253,101,1527,6839,18510,16860,3319,775,1980,33872,5501,21655,14821,8577,26054,13075,26380,13889,11526,4308,2553,5152,14807,3420,9062,10435,275,67,2742,6930,5644,681,3738,10104,1750,71,4024,13979,19340,2537,29015,26717,47520,19613,14426,19039,2257,17015,98502,8631,Waterbury
23722,1176,69,1502,0,450,1200,542,40.9,36.6,6570,0.4199,53807.0,38924.0,63030.0,44826.0,3450,241,129,507,2323,96598.0,100896.0,56563.0,,123056.0,,,71544.0,119371.0,120521.0,66310.0,,131607.0,,142321.0,,9583,1964.0,4945,322,2595,3844,1603,700,3486,192,39,47106.0,24084.0,60209.0,98507.0,143051.0,274912.0,470310.0,11830,187,534,103,44,20282,674,341,104,991,1512,2927,1052,177,456,2156,781,564,28,831,177,269,769,17457,4090,408,1225,542,18575,1279,203,197,0,10210,2303,151,1704,84,364,79,315,247,817,1099,1241,1121,328,17974,955,4706,0,93,0,34,0,36,1063,1346,4684,1946,508,229,10933,779,5814,4877,1555,4121,719,5224,3004,5232,3605,123,421,5834,98,138,857,388,0,58,636,314,101,52,502,3109,113,133,1668,3466,2789,8026,4229,8644,5480,5369,2990,729,3276,23120,460,North Haven
54328,2136,266,4122,53,526,3159,2469,41.1,36.9,15392,0.4439,55106.0,37777.0,63069.0,46970.0,7424,703,420,1116,5272,91799.0,89951.0,95227.0,,119375.0,,89773.0,93785.0,115557.0,113202.0,116125.0,,134191.0,,111597.0,110795.0,24417,1962.0,11137,983,7738,8974,3215,1541,7293,652,57,50164.0,21141.0,55947.0,91858.0,137473.0,282745.0,493418.0,25842,1329,1490,150,200,44963,1744,480,185,1696,3830,6768,1920,348,1114,4938,2074,1246,404,2274,348,958,1822,34027,13345,575,3912,2469,42041,2670,1051,1057,199,16103,11831,1335,3842,112,850,128,680,336,1907,1850,2718,2120,1029,42076,2311,6368,116,75,0,101,60,474,3289,6215,9607,4222,610,545,24531,1695,12022,9596,6098,9049,2059,10505,7734,13378,7670,233,1040,12756,220,619,3515,943,86,869,2184,1139,283,136,1559,5718,362,426,3874,9560,5969,19671,9222,21146,13436,10524,6230,1261,13420,52484,1487,Milford
5456,122,8,25,0,20,76,69,44.0,36.4,1507,0.3808,53734.0,32188.0,60000.0,37328.0,709,44,26,59,508,111202.0,110481.0,,,,,,,116458.0,117240.0,,,,,,,2223,1971.0,1073,47,299,792,538,267,758,49,7,46929.0,34967.0,65637.0,110257.0,159417.0,276430.0,414712.0,2584,0,117,26,32,5011,22,16,12,211,465,699,245,30,8,524,154,300,0,267,30,37,97,4248,941,42,156,69,4386,72,81,14,17,1358,1336,77,460,26,37,75,77,16,320,328,274,274,46,3999,92,1435,5,110,0,19,0,8,135,348,1117,480,135,47,2287,227,911,876,844,1100,222,986,812,1411,488,16,51,1541,0,31,22,0,0,6,20,19,0,0,271,605,6,54,600,584,408,1809,1131,1790,1349,1186,944,71,282,5317,139,Harwinton
2205,0,27,0,9,4,32,7,40.8,39.6,521,0.5103,48032.0,37938.0,51635.0,40870.0,304,18,18,48,191,87308.0,86731.0,,,,,,,107955.0,106786.0,,,,,,,1324,1962.0,511,37,126,315,239,137,279,16,8,51306.0,21458.0,50380.0,88007.0,140477.0,361135.0,699815.0,956,15,83,0,7,1989,11,0,5,91,141,285,87,30,28,253,83,47,26,113,30,25,34,1739,429,6,24,7,1721,85,4,29,0,659,362,59,187,20,16,4,29,3,70,117,128,64,52,1643,67,542,0,107,0,18,0,13,132,365,520,272,22,56,880,64,415,323,289,479,55,474,271,500,288,14,78,507,18,44,30,0,5,11,38,20,7,10,73,209,19,45,198,306,162,795,484,775,586,360,291,56,120,2205,0,Morris
11711,595,203,27,0,112,728,56,42.7,35.2,3003,0.3923,50050.0,32518.0,51638.0,37650.0,1615,204,121,390,1174,82063.0,82222.0,126146.0,,,,,109479.0,103212.0,103987.0,165761.0,,,,,119960.0,5382,1966.0,2583,128,1455,1938,1003,334,1466,100,19,41194.0,23544.0,49101.0,81358.0,119130.0,211028.0,318937.0,6173,26,443,100,66,10343,406,1,20,352,826,1418,499,16,134,407,107,17,14,87,16,385,393,8911,2187,185,372,56,9359,362,416,43,9,2187,4357,158,661,104,162,49,156,45,536,293,564,668,158,8962,800,2813,0,322,22,18,0,79,477,1518,2578,651,79,342,5624,474,2289,2699,1553,1880,531,3224,1672,2188,873,49,153,2873,78,393,507,0,0,151,361,304,89,104,1775,1338,13,142,1504,2312,797,4080,1981,4567,3038,2125,1473,121,883,11333,305,Plymouth
2700,134,0,40,0,0,88,60,42.9,38.9,904,0.5876,58438.0,37037.0,57734.0,38500.0,424,62,0,32,394,81919.0,82845.0,,,,,,,111453.0,111453.0,,,,,,,1925,1954.0,567,22,526,423,219,88,506,17,0,70663.0,18203.0,46759.0,82172.0,132798.0,467636.0,1116707.0,1140,67,55,89,4,2494,39,0,12,118,348,314,44,58,35,264,83,123,93,155,58,70,83,1277,1201,28,134,60,2012,211,77,122,5,946,59,422,126,43,34,0,36,3,67,109,143,21,0,2306,118,856,0,44,13,55,15,0,144,415,870,350,146,81,1197,36,677,436,175,307,129,646,253,752,437,35,49,728,35,118,110,12,0,52,87,101,0,0,75,202,105,95,368,430,172,1125,396,639,776,889,298,60,177,2626,60,Sharon
7599,66,0,59,0,1,237,70,41.9,35.5,1981,0.3996,44609.0,31504.0,52669.0,35473.0,1082,90,89,349,708,68539.0,68208.0,,,,,,,92480.0,91742.0,,,,,,,3353,1969.0,1761,185,928,1234,608,202,967,66,10,36950.0,19678.0,46720.0,70184.0,109082.0,193166.0,307533.0,3926,11,185,65,14,7145,20,38,55,305,496,921,317,31,167,466,74,13,0,110,31,210,228,6325,989,26,189,70,6194,230,89,0,19,1957,2083,87,574,114,39,10,40,90,361,316,499,234,20,5869,810,1396,10,90,0,29,0,50,320,996,1512,426,49,54,3456,350,1503,1615,873,1359,344,2028,1035,1462,611,40,95,1849,71,299,386,0,0,42,341,188,28,109,860,802,18,96,928,1454,538,2719,1428,2900,1959,1312,1252,54,822,7376,217,Thomaston
